Report Number,Supplemental Number,Accident Year,Accident Date/Time,Operator ID,Operator Name,Pipeline/Facility Name,Pipeline Location,Pipeline Type,Liquid Type,Liquid Subtype,Liquid Name,Accident City,Accident County,Accident State,Accident Latitude,Accident Longitude,Cause Category,Cause Subcategory,Unintentional Release (Barrels),Intentional Release (Barrels),Liquid Recovery (Barrels),Net Loss (Barrels),Liquid Ignition,Liquid Explosion,Pipeline Shutdown,Shutdown Date/Time,Restart Date/Time,Public Evacuations,Operator Employee Injuries,Operator Contractor Injuries,Emergency Responder Injuries,Other Injuries,Public Injuries,All Injuries,Operator Employee Fatalities,Operator Contractor Fatalities,Emergency Responder Fatalities,Other Fatalities,Public Fatalities,All Fatalities,Property Damage Costs,Lost Commodity Costs,Public/Private Property Damage Costs,Emergency Response Costs,Environmental Remediation Costs,Other Costs,All Costs
20130150,18665,2013,4/3/2013 10:00 PM,1845,"BUCKEYE PARTNERS, LP",TOLEDO TO WOODHAVEN,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,TEMPERANCE,MONROE,MI,41.752979,-83.551501,ALL OTHER CAUSES,UNKNOWN,0.01,,0.01,0,NO,NO,,,,,,,,,,,,,,,,,35000,0,0,0,0,16000,51000
20130139,17908,2013,4/4/2013 10:00 AM,30829,ENTERPRISE CRUDE PIPELINE LLC,EL CAMINO PUMP STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,MIDLAND,MIDLAND,TX,31.784903,-102.17472,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,1,,0,1,NO,NO,YES,4/4/2013 10:05,4/4/2013 11:00,0,,,,,,,,,,,,,500,100,0,0,500,0,1100
20130159,17999,2013,4/4/2013 2:45 PM,26134,EXXONMOBIL OIL CORP - WEST COAST,SOUTHWEST TERMINAL,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,"799 SOUTH SEASIDE AVENUE, TERMINAL ISLAND",LOS ANGELES,CA,33.736385,-118.271949,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,1.3,,1.3,0,NO,NO,YES,4/4/2013 14:45,4/10/2013 13:00,0,,,,,,,,,,,,,500,50,0,2000,7900,0,10450
20130132,18490,2013,4/4/2013 6:41 PM,20160,"PETROLOGISTICS OLEFINS, LLC","6"" GEISMAR TO BASF",ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,ETHYLENE,GEISMAR,ASCENSION,LA,30.2304266,-91.03874,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,9,500,0,9,NO,NO,YES,4/4/2013 19:36,4/5/2013 1:30,0,,,,,,,,,,,,,28025,11000,0,1275,0,0,40300
20130145,17937,2013,4/5/2013 1:10 PM,1845,"BUCKEYE PARTNERS, LP",,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,WAKEMAN STATION,HURON,OH,41.255807,-82.397732,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.24,,0.24,0,NO,NO,,,,,,,,,,,,,,,,,300,0,0,0,0,0,300
20130160,18079,2013,4/5/2013 2:20 PM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",PASADENA,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,PASADENA,HARRIS,TX,40.52243,-74.25384,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,1,,1,0,NO,NO,,,,,,,,,,,,,,,,,35000,75,0,0,5000,0,40075
20130157,19188,2013,4/6/2013 8:11 AM,30829,ENTERPRISE CRUDE PIPELINE LLC,PASADENA DELIVERY TO LHR,ONSHORE,UNDERGROUND,CRUDE OIL,,,PASADENA,HARRIS,TX,29.706587,-95.228165,CORROSION,INTERNAL,52,,52,0,NO,NO,NO,,,0,,,,,,,,,,,,,2000000,5000,750000,500000,5270000,750000,9275000
20130162,18282,2013,4/6/2013 2:20 PM,32080,"CCPS TRANSPORTATION, LLC",GUNN STATION DRAIN PIPING,ONSHORE,UNDERGROUND,CRUDE OIL,,,HARRISONVILLE,CASS,MO,38.58556,-94.22335,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.24,,0.17,0.07,NO,NO,NO,,,0,,,,,,,,,,,,,1000,100,0,124000,75000,0,200100
20130255,20666,2013,4/6/2013 5:00 PM,32174,MCCAIN PIPELINE COMPANY,MCCAIN PIPELINE COMPANY,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,LOCKHART,LAUDERDALE,MS,32.5007778,-88.56550277,EXCAVATION DAMAGE,PREVIOUS DAMAGE DUE TO EXCAVATION,1,,1,0,NO,NO,YES,4/6/2013 17:00,5/19/2013 17:00,0,,,,,,,,,,,,,20000,142,0,80000,50000,0,150142
20130163,18833,2013,4/7/2013 6:00 PM,4805,EXPLORER PIPELINE CO,BLOCK VALVE,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,DECATUR,MACON,IL,39.816597,-89.086496,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,30,,30,0,NO,NO,YES,4/7/2013 20:24,4/14/2013 21:12,,,,,,,,,,,,,,20000,3000,0,70000,1650000,0,1743000
20130161,18001,2013,4/7/2013 8:15 PM,1845,"BUCKEYE PARTNERS, LP",AA,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,,,CT,41.2885,-72.8999,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.95,,0.95,0,NO,NO,NO,,,,,,,,,,,,,,,,0,0,0,500,0,0,500
20130165,19167,2013,4/9/2013 7:20 PM,2552,COLONIAL PIPELINE CO,COLONIAL/PELHAM JUNCTION,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,PELHAM,SHELBY,AL,33.28411,-86.80266,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.1,,0.1,0,NO,NO,NO,,,,,,,,,,,,,,,,60000,10,0,2000,10000,0,72010
20130164,18938,2013,4/12/2013 7:13 AM,12105,"MAGELLAN AMMONIA PIPELINE, L.P.",CONWAY STATION,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,,CONWAY,MCPHERSON,KS,38.38154,-97.83127,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,5,1.5,0,5,NO,NO,YES,4/12/2013 7:27,4/12/2013 9:11,,,,,,,,,,,,,,3500,404,0,0,0,0,3904
20130166,18438,2013,4/12/2013 10:29 AM,31454,"NUSTAR LOGISTICS, L.P.",68P GARDENDALE PIPELINE SYSTEM ,ONSHORE,UNDERGROUND,CRUDE OIL,,,COTULLA,LA SALLE,TX,28.54022,-99.18709,CORROSION,INTERNAL,16.1,,16.1,0,NO,NO,YES,4/12/2013 11:30,4/13/2013 7:54,0,,,,,,,,,,,,,141492,2125,0,99647,0,0,243264
20130169,18028,2013,4/14/2013 2:10 PM,14194,"OILTANKING, HOUSTON LP",OILTANKING HOUSTON TANK FARM,ONSHORE,TANK,CRUDE OIL,,,HOUSTON,HARRIS,TX,29.74772,-95.13058,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,50,,50,0,NO,NO,YES,4/14/2013 14:10,4/14/2013 15:35,0,,,,,,,,,,,,,23000,4250,0,10000,25000,0,62250
20130168,18027,2013,4/15/2013 2:00 PM,30825,CITGO PETROLEUM CORPORATION (REFINERY),C3 MIX HVL PIPELINE,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,PROPANE / PROPYLENE MIXTURE,SULPHUR,CALCASIEU,LA,30.18348,-93.3292,CORROSION,EXTERNAL,2.9,0,0,2.9,NO,NO,YES,4/15/2013 14:45,4/18/2013 20:30,0,,,,,,,,,,,,,33000,286,0,0,0,0,33286
20130167,18025,2013,4/17/2013 1:25 PM,1845,"BUCKEYE PARTNERS, LP",LIMA SOUTH,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,LIMA,ALLEN,OH,40.711466,-84.131779,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0.12,,0.12,0,NO,NO,NO,,,,,,,,,,,,,,,,0,0,0,5000,5000,0,10000
20130171,18289,2013,4/19/2013 11:00 AM,31476,ROSE ROCK MIDSTREAM L.P.,WEST PONCA TRUCK STATION,ONSHORE,UNDERGROUND,CRUDE OIL,,,,KAY,OK,36.54755,-97.20423,CORROSION,INTERNAL,3,,1,2,NO,NO,YES,4/19/2013 11:00,4/19/2013 19:00,0,,,,,,,,,,,,,5000,200,4000,1500,1700,0,12400
20130173,18819,2013,4/19/2013 3:30 PM,31580,"MAGELLAN TERMINALS HOLDINGS, LP",CUSHING CENTRAL CRUDE (PHILLIPS 66 LOCATION),ONSHORE,UNDERGROUND,CRUDE OIL,,,CUSHING,PAYNE,OK,35.94336,-96.75159,CORROSION,EXTERNAL,5,,5,0,NO,NO,YES,4/19/2013 15:30,,0,,,,,,,,,,,,,5000,440,0,25000,0,5000,35440
20130158,18078,2013,4/20/2013 10:20 AM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,CARTERET,MIDDLESEX,NJ,40.59063,-74.21935,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.59,,0.59,0,NO,NO,,,,,,,,,,,,,,,,,200,75,0,0,15000,0,15275
20130177,18392,2013,4/22/2013 12:34 AM,32147,MARATHON PIPE LINE LLC,"WABASH 12"" PRODUCTS LINE",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,HILLSBORO,MONTGOMERY,IL,39.22226,-89.493926,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.7,,0.7,0,NO,NO,YES,4/22/2013 0:34,4/23/2013 10:30,,,,,,,,,,,,,,6000,60,0,4400,700,0,11160
20130172,18084,2013,4/22/2013 2:53 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,PECOS STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,PECOS,REEVES,TX,31.52811,-103.56208,INCORRECT OPERATION,INCORRECT INSTALLATION,3,,2,1,NO,NO,NO,,,0,,,,,,,,,,,,,10000,300,0,0,0,0,10300
20130179,18835,2013,4/23/2013 11:08 AM,4805,EXPLORER PIPELINE CO,GLENPOOL TANK FARM,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,GLENPOOL,TULSA,OK,38.82204498,-90.07891101,INCORRECT OPERATION,INCORRECT INSTALLATION,0.28,,0.28,0,NO,NO,NO,,,,,,,,,,,,,,,,620000,140,0,18000,0,0,638140
20130174,18801,2013,4/23/2013 11:30 AM,18718,SUNOCO PIPELINE L.P.,CORSICANA TANK FARM,ONSHORE,ABOVEGROUND,CRUDE OIL,,,CORSICANA,NAVARRO,TX,32.0711,-96.47409,INCORRECT OPERATION,OTHER INCORRECT OPERATION,4,,0,4,NO,NO,NO,,,0,,,,,,,,,,,,,50,343,0,500,23122,0,24015
20130178,18095,2013,4/23/2013 2:00 PM,1845,"BUCKEYE PARTNERS, LP",MACUNGIE,ONSHORE,TRANSITION AREA,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,EMMAUS,,PA,40.519728,-75.535209,INCORRECT OPERATION,INCORRECT INSTALLATION,0.24,,0.24,0,NO,NO,NO,,,,,,,,,,,,,,,,0,0,0,12500,0,0,12500
20130176,18838,2013,4/23/2013 3:03 PM,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",LINE 2,ONSHORE,ABOVEGROUND,CRUDE OIL,,,VIKING,MARSHALL,MN,48.21111,-96.43556,NATURAL FORCE DAMAGE,TEMPERATURE,33.33,,33.33,0,NO,NO,YES,4/23/2013 15:03,4/23/2013 20:15,0,,,,,,,,,,,,,128015,0,0,5053,107610,0,240678
20130217,18926,2013,4/24/2013 8:00 PM,32147,MARATHON PIPE LINE LLC,"MARTINSVILLE - LIMA 22""",ONSHORE,UNDERGROUND,CRUDE OIL,,,ELWOOD,TIPTON,IN,40.291729,-85.862736,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.2,,0.2,0,NO,NO,YES,4/24/2013 20:00,4/26/2013 2:00,0,,,,,,,,,,,,,195329,40,0,17180,0,0,212549
20130181,18099,2013,4/25/2013 6:30 AM,300,"PLAINS PIPELINE, L.P.",MIDLAND BASIN,ONSHORE,ABOVEGROUND,CRUDE OIL,,,MIDLAND,MIDLAND,TX,32.00836,-102.0054,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2,,2,0,NO,NO,YES,4/25/2013 7:05,4/25/2013 13:30,0,,,,,,,,,,,,,2100,90,0,1000,0,0,3190
20130183,18457,2013,4/29/2013 8:37 AM,12470,MID - VALLEY PIPELINE CO,KARNACK PUMP STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,KARNACK,HARRISON,TX,32.61009,-94.22141,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.36,,0.36,0,NO,NO,YES,4/29/2013 8:37,4/29/2013 12:30,0,,,,,,,,,,,,,9900,0,0,1084,0,0,10984
20130189,19160,2013,4/30/2013 1:40 PM,12628,MOBIL  PIPE  LINE COMPANY,PEGASUS PIPELINE SYSTEM,ONSHORE,UNDERGROUND,CRUDE OIL,,,DONIPHAN,RIPLEY,MO,36.57243,-90.87867,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,1.3,,1.3,0,NO,NO,NO,,,0,,,,,,,,,,,,,0,100,5000,75000,143000,50000,273100
20130191,18994,2013,5/1/2013 3:12 PM,32258,KINDER MORGAN COCHIN LLC,COCHIN PIPELINE,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,PROPANE,MONTICELLO,JONES,IA,42.183809,-91.189346,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,253,21506,0,253,NO,NO,NO,,,17,,,,,,,,,,,,,139000,773369,0,8000,0,9000,929369
20130187,19559,2013,5/2/2013 8:12 AM,15774,ENBRIDGE PIPELINES (NORTH DAKOTA) LLC,,ONSHORE,UNDERGROUND,CRUDE OIL,,,KNOX,BENSON,ND,48.323422,-99.614158,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,1.5,,1.5,0,NO,NO,YES,5/2/2013 8:27,5/4/2013 18:00,0,,,,,,,,,,,,,186221,150,0,108795,64540,0,359706
20130170,18077,2013,5/3/2013 6:45 AM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",CARTERET TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,CARTERET,MIDDLESEX,NJ,40.59063,-74.21935,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.83,,0.83,0,NO,NO,,,,,,,,,,,,,,,,,300,105,0,5000,0,0,5405
20130192,20392,2013,5/3/2013 12:15 PM,4906,EXXONMOBIL PIPELINE CO,PASADENA STATION AND TANK FARM,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,PASADENA,HARRIS,TX,29.708617,-95.1625,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.57,,0.57,0,NO,NO,NO,,,0,,,,,,,,,,,,,3000,75,0,0,3000,0,6075
20130190,18153,2013,5/3/2013 2:04 PM,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",LINE 1,ONSHORE,ABOVEGROUND,CRUDE OIL,,,PLUMMER,RED LAKE,MN,47.90556,-96.02083,NATURAL FORCE DAMAGE,TEMPERATURE,0.6,,0.6,0,NO,NO,YES,5/3/2013 14:04,5/3/2013 20:09,0,,,,,,,,,,,,,75000,0,0,0,75000,0,150000
20130184,18130,2013,5/3/2013 5:30 PM,2552,COLONIAL PIPELINE CO,COLONIAL/ BELTON JUNCTION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,BELTON,ANDERSON,SC,34.55306,-82.47944,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.2,,0.2,0,NO,NO,NO,,,,,,,,,,,,,,,,500,20,0,0,0,0,520
20130185,19122,2013,5/6/2013 6:10 AM,2552,COLONIAL PIPELINE CO,COLONIAL/EXXON REMOTE,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,NASHVILLE,DAVIDSON,TN,36.18085,-86.82914,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,4.5,,4.1,0.4,NO,NO,YES,5/6/2013 6:10,5/6/2013 6:35,,,,,,,,,,,,,,5000,500,0,10000,25000,0,40500
20130180,18097,2013,5/6/2013 7:30 AM,31174,"SHELL PIPELINE CO., L.P.",COALINGA PUMP STATION,ONSHORE,UNDERGROUND,CRUDE OIL,,,COALINGA,FRESNO,CA,36.18977222,-120.3564278,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0.69,,0.69,0,NO,NO,YES,5/6/2013 7:32,5/6/2013 9:37,0,,,,,,,,,,,,,500,0,0,500,0,0,1000
20130175,18087,2013,5/6/2013 12:15 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,CARSON STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,HOLIDAY,ARCHER,TX,33.826786,-98.638556,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.48,,0,0.48,NO,NO,NO,,,0,,,,,,,,,,,,,250,75,0,0,500,0,825
20130194,20807,2013,5/6/2013 7:00 PM,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,J-1 STATION TO GILLESPIE STATION,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,,ORCHARD FARM,ST. CHARLES,MO,38.869483,-90.477517,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.92,0,0,0.92,NO,NO,YES,5/6/2013 19:00,5/9/2013 10:50,1,,,,,,,,,,,,,65000,40,800,0,10000,0,75840
20130186,18388,2013,5/7/2013 8:30 AM,30829,ENTERPRISE CRUDE PIPELINE LLC,HEALDTON STATION,ONSHORE,UNDERGROUND,CRUDE OIL,,,HEALDTON,CARTER,OK,34.23884,-97.492924,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",2,,2,0,NO,NO,YES,5/7/2013 8:30,5/7/2013 15:00,0,,,,,,,,,,,,,10000,200,0,0,2550,0,12750
20130188,19560,2013,5/7/2013 9:44 AM,15774,ENBRIDGE PIPELINES (NORTH DAKOTA) LLC,,ONSHORE,UNDERGROUND,CRUDE OIL,,,GRAND FORKS,GRAND FORKS,ND,47.882222,-97.21214672,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,1,,1,0,NO,NO,YES,5/7/2013 9:58,5/7/2013 23:00,0,,,,,,,,,,,,,186221,100,0,28379,16712,0,231412
20130195,18163,2013,5/7/2013 10:00 AM,18718,SUNOCO PIPELINE L.P.,MONTELLO PUMP STATION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,SPRING TOWNSHIP,BERKS,PA,40.31491,-76.03375,CORROSION,EXTERNAL,0.5,,0.5,0,NO,NO,NO,,,,,,,,,,,,,,,,0,0,0,7661,0,0,7661
20130197,18478,2013,5/8/2013 10:15 AM,31618,ENTERPRISE PRODUCTS OPERATING LLC,TERREBONNE-TEBONE,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,LABADIEVILLE,ASUMPTION,LA,29.82961,-91.001564,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",1,0,0,1,NO,NO,YES,5/8/2013 10:37,5/13/2013 6:57,0,,,,,,,,,,,,,263000,100,22900,0,0,0,286000
20130199,19053,2013,5/8/2013 10:30 AM,22442,WEST TEXAS GULF PIPELINE CO,WORTHAM STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,WORTHAM,FREESTONE,TX,31.7768,-96.3957,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,1,,0,1,NO,NO,YES,5/8/2013 10:31,5/8/2013 11:00,0,,,,,,,,,,,,,0,93,0,3344,0,0,3437
20130198,19502,2013,5/9/2013 4:00 AM,32147,MARATHON PIPE LINE LLC,"SPEEDWAY RIO 8""",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,INDIANAPOLIS,MARION,IN,39.853611,-86.226389,OTHER OUTSIDE FORCE DAMAGE,ELECTRICAL ARCING FROM OTHER EQUIPMENT/FACILITY,539,,539,0,NO,NO,NO,,,0,,,,,,,,,,,,,384650,27000,0,3636400,1880000,0,5928050
20130202,18442,2013,5/10/2013 1:10 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,JONES CREEK TANK FARM,ONSHORE,TANK,CRUDE OIL,,,FREEPORT,BRAZORIA,TX,28.95081,-95.43176,INCORRECT OPERATION,OTHER INCORRECT OPERATION,3,,3,0,NO,NO,NO,,,0,,,,,,,,,,,,,26000,200,0,60000,5000,0,91200
20130182,19129,2013,5/11/2013 1:30 PM,1845,"BUCKEYE PARTNERS, LP",WAKEMAN TO BRECKSVILLE,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,LORAIN,LORAIN,OH,41.274678,-82.167048,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",1,,0.5,0.5,NO,NO,,,,,,,,,,,,,,,,,26170,0,0,58270,2000,0,86440
20130205,18829,2013,5/12/2013 4:48 PM,11733,LOOP LLC,LOOP LLC ,ONSHORE,UNDERGROUND,CRUDE OIL,,,CUT OFF,LAFOURCHE,LA,29.44778,-90.26972,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,7.6,,7.6,0,NO,NO,YES,5/12/2013 16:48,5/12/2013 20:54,0,,,,,,,,,,,,,109000,684,0,212000,0,0,321684
20130203,18708,2013,5/14/2013 9:30 AM,18718,SUNOCO PIPELINE L.P.,KELLER STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,KELLER,TARRANT,TX,32.9392,-97.2963,CORROSION,INTERNAL,2,,1.5,0.5,NO,NO,NO,,,0,,,,,,,,,,,,,75,46,0,10000,3400,0,13521
20130196,18165,2013,5/14/2013 1:05 PM,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,EL DORA STATION TO SPENCER STATION,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,,SPENCER,CLAY,IA,43.080915,-95.179006,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0.38,0,0,0.38,NO,NO,NO,,,0,,,,,,,,,,,,,1500,50,0,0,600,0,2150
20130204,18182,2013,5/15/2013 11:49 AM,31618,ENTERPRISE PRODUCTS OPERATING LLC,SOUTH LEG LOOP (BLUE LINE),ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,PROPANE,LEVELLAND,HOCKLEY,TX,33.5890316,-102.4290155,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,1,,0,1,NO,NO,YES,5/15/2013 11:49,5/17/2013 0:35,0,,,,,,,,,,,,,15000,0,0,51000,0,0,66000
20130207,18617,2013,5/15/2013 1:23 PM,2552,COLONIAL PIPELINE CO,"COLONIAL/LINE 01 MLBV AT HWY 124 NEAR FANNETT, TX",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,BEAUMONT (FANNETT),JEFFERSON,TX,29.90949,-94.26191,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,4.1,,4.1,0,NO,NO,YES,5/15/2013 15:27,5/16/2013 20:53,,,,,,,,,,,,,,4500,500,0,250000,195000,0,450000
20130206,18186,2013,5/16/2013 12:00 AM,12470,MID - VALLEY PIPELINE CO,MVPL-BP TERMINAL,ONSHORE,ABOVEGROUND,CRUDE OIL,,,OREGON,LUCAS,OH,41.67288,-83.45348,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.23,,0.23,0,NO,NO,NO,,,0,,,,,,,,,,,,,400,458,0,2500,300,0,3658
20130209,18816,2013,5/16/2013 9:20 AM,32658,"HARVEST-MARKS PIPELINE, LLC",GRAND BAY PIPELINE SYSTEM,ONSHORE,UNDERGROUND,CRUDE OIL,,,VENICE,PLAQUEMINES,LA,29.31589,-89.28764,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,125,,55,70,NO,NO,YES,5/16/2013 9:31,5/30/2013 18:00,0,,,,,,,,,,,,,100000,12500,0,100000,332000,50000,594500
20130201,19285,2013,5/16/2013 2:00 PM,32147,MARATHON PIPE LINE LLC,"GALVESTON BAY REFINERY TO BAYTOWN 8"" BUTANE",ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,BUTANE,,HARRIS COUNTY,TX,29.763824,-95.012757,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.7,0,0,0.7,NO,NO,,,,0,,,,,,,,,,,,,0,35,0,0,0,0,35
